birth,brand,code,explain,firm_import,firm_madein,image_link,made_in,material,material2,now_price,origin_price,product,star_score,target
2019-10-31,PIANARI,300844116,WE wide trousers (gray),PIANARI,PIANARI / KOREA,nan,KOREA,"polyester63 , viscose rayon33 , span4","polyester63 , viscose rayon33 , span4",nan,"89,000",WIDE LEG,0,WOMEN
2019-09-06,PIECEMAKER,300761432,FLEECE BOA DROP JACKET (BLACK),STEPcorp,STEPcorp / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"125,100","139,000",JUMPERS,0,MEN
2019-10-31,PIANARI,300844100,Deconstructed  glen check trousers,PIANARI,PIANARI / KOREA,nan,KOREA,"polyester63 , viscose rayon33 , span4","polyester63 , viscose rayon33 , span4",nan,"158,000",WIDE LEG,0,WOMEN
2019-04-01,PIECE WORKER,300710151,[W]Nha Trang / New Tapered,주식회사 피더블유디,주식회사 피더블유디 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"84,000",STRAIGHT,0,WOMEN
2019-10-31,PIANARI,300846138,cropped wide trousers,PIANARI,PIANARI / KOREA,nan,KOREA,"Poly70 , viscose rayon27 , span3","Poly70 , viscose rayon27 , span3",nan,"98,000",WIDE LEG,0,WOMEN
2018-08-01,PIECE WORKER,300536625,[W]Long Grey / New Wide,주식회사 피더블유디,주식회사 피더블유디 / KOREA,nan,KOREA,Cotton 100% 12OZ,Cotton 100% 12OZ,nan,"79,000",STRAIGHT,0,WOMEN
2017-11-01,PIECE WORKER,300398190,[W] GLOSS COATED WOMAN / NEW STRAIGHT,주식회사 피더블유디,주식회사 피더블유디 / KOREA,nan,KOREA,"Cotton 98%, Pu 2%","Cotton 98%, Pu 2%",nan,"98,000",STRAIGHT,0,WOMEN
2017-08-01,PIECE WORKER,300374569,[W]Saint MS - Menu Blue / New Straight,주식회사 피더블유디,주식회사 피더블유디 / KOREA,nan,KOREA,"Cotton 98%, Polyurethan 2%","Cotton 98%, Polyurethan 2%",nan,"87,000",STRAIGHT,0,WOMEN
2019-01-01,PLAC,300626741,[Y LINE] WOMENS WING SWEATSHIRTS (PWON1WSL80W0B5),(주)플래시드웨이브코리아,(주)플래시드웨이브코리아 / KOREA,nan,KOREA,"면100%,/배색:면95%,폴리우레탄5%","면100%,/배색:면95%,폴리우레탄5%","63,200","79,000",LONG-SLEEVE TEE,0,WOMEN
2019-08-01,PLAC,300808738,FLEX CINDY 311 RAW (PJON3CI3111DB0),(주)플래시드웨이브코리아,(주)플래시드웨이브코리아 / KOREA,nan,KOREA,"면 90%, 폴리에스터 8%, 폴리우레탄 2%","면 90%, 폴리에스터 8%, 폴리우레탄 2%",nan,"119,000",SKINNY,0,WOMEN
2017-09-01,PLAC,300553106,CINDY 64F RAW (PJOE3CI64F164F),(주)플래시드웨이브코리아,(주)플래시드웨이브코리아 / CHINA,nan,CHINA,"면 98%, 폴리우레탄 2% / 11.5oz","면 98%, 폴리우레탄 2% / 11.5oz","59,000","119,000",SKINNY,0,WOMEN
2019-08-01,PLAC,300808742,MAISON 983 WSHD (PJON3MS9835DB1),(주)플래시드웨이브코리아,(주)플래시드웨이브코리아 / KOREA,nan,KOREA,면 100%,면 100%,nan,"149,000",SKINNY,0,WOMEN
2019-08-01,PLAC,300808731,MAISON 647 RINSED (PJON3MS6473DB0)_BK,(주)플래시드웨이브코리아,(주)플래시드웨이브코리아 / KOREA,nan,KOREA,"면 98%, 폴리우레탄 2%","면 98%, 폴리우레탄 2%",nan,"129,000",SKINNY,0,WOMEN
2018-10-01,PIECE WORKER,300558768,New Americano / New Straight,주식회사 피더블유디,주식회사 피더블유디 / KOREA,nan,KOREA,Cotton 99% LY 1%,Cotton 99% LY 1%,nan,"79,000",SKINNY,0,WOMEN
2019-09-06,PIECEMAKER,300742448,NYLON COMFY SHIRTS (LIGHT GREY),STEPcorp,STEPcorp / KOREA,nan,KOREA,겉감 : 나일론 100%,겉감 : 나일론 100%,"62,100","69,000",LONG-SLEEVE SHIRTS,0,MEN
2017-06-22,PLAYNOMORE,300343630,SHY T-shirts black,"CHAENY, inc.","CHAENY, inc. / KOREA",nan,KOREA,"Cotton 100%, Spangle","Cotton 100%, Spangle","129,500","185,000",LONG-SLEEVE TEE,0,WOMEN
2018-12-01,PLAYMENT,300574880,플레이먼트 블랙 모티브카라블라우스 JK-F032,(주)원더멘트리테일,(주)원더멘트리테일 / KOREA,nan,KOREA,rayon 100%,rayon 100%,nan,"135,000",BLOUSE,0,WOMEN
2018-12-01,PLAYMENT,300574881,플레이먼트 아이보리 블링블라우스 EW-F689,(주)원더멘트리테일,(주)원더멘트리테일 / KOREA,nan,KOREA,polyester 100%,polyester 100%,nan,"95,000",BLOUSE,0,WOMEN
2020-01-03,POLO RALPH LAUREN,300842570,[WOMEN] CLASSIC PADDED JACKET GREY 211677384 003,주식회사 엔코드,주식회사 엔코드 / ITALY,nan,ITALY,"Feather Down 100%, Nylon 100%","Feather Down 100%, Nylon 100%","207,000","485,000",PADDING,0,WOMEN
2018-12-01,PLAYMENT,300574882,플레이먼트 블랙 블링블라우스 EW-F689,(주)원더멘트리테일,(주)원더멘트리테일 / KOREA,nan,KOREA,polyester 100%,polyester 100%,nan,"95,000",BLOUSE,0,WOMEN
2018-12-01,PLAYMENT,300574898,플레이먼트 블루 체크 미니 배색스커트 EW-F687,(주)원더멘트리테일,(주)원더멘트리테일 / KOREA,nan,KOREA,겉감 wool 90% nylon 10% 배색 wool 100%,겉감 wool 90% nylon 10% 배색 wool 100%,nan,"95,000",MINI SKIRT,0,WOMEN
2015-03-01,PRESH,300199311,DANCING CHEESE,Presh,Presh / KOREA,nan,KOREA,COTTON 60% MODAL 40%,COTTON 60% MODAL 40%,nan,"67,000",LONG-SLEEVE TEE,0,WOMEN
2018-05-01,PRAIRIE,300469739,글렌 체크 루즈 핏 쿨링 팬츠 (Navy),프레리,프레리 / KOREA,nan,KOREA,Polyester 96% Spandex 4%,Polyester 96% Spandex 4%,nan,"69,000",STRAIGHT,0,WOMEN
2018-12-01,PLAYMENT,300574899,플레이먼트 옐로우 사틴밴딩스커트 MS-894,(주)원더멘트리테일,(주)원더멘트리테일 / KOREA,nan,KOREA,rayon 100%,rayon 100%,nan,"115,000",LONG SKIRT,0,WOMEN
2018-07-20,Pretone,300530177,Gorgeous silky Shirt dress,프리톤,프리톤 / KOREA,nan,KOREA,Rayon50%Polyester 50%,Rayon50%  Polyester 50%,"138,000","178,000",MAXIS,0,WOMEN
2019-02-15,Pretone,300703227,Dark blue Signature Shirt dress,프리톤(Pretone),프리톤(Pretone) / KOREA,nan,KOREA,Rayon 50% Polyester 50%,Rayon 50% Polyester 50%,"108,900","198,000",MAXIS,0,WOMEN
2019-06-01,Pretone,300747759,Purple check Puff sleeve dress   ,프리톤(Pretone),프리톤(Pretone) / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"114,840","198,000",MAXIS,0,WOMEN
2019-08-01,PROSPECS ORIGINAL,300737683,오리지널 부클 와펜 BASIC 맨투맨 PW3MT19X321,㈜LS네트웍스/㈜에이플러스스포츠,㈜LS네트웍스/㈜에이플러스스포츠 / VIETNAM,nan,VIETNAM,"겉감: 면55%, 폴리에스터45%","겉감: 면55%, 폴리에스터45%","48,300","69,000",LONG-SLEEVE TEE,0,MEN
2019-08-01,PROSPECS ORIGINAL,300807971,오리지널 퀼팅 누빔 조거 팬츠 PW3MW19X321,㈜LS네트웍스,㈜LS네트웍스 / VIETNAM,nan,VIETNAM,겉감: 나일론 100% / 배색: 폴리에스터 100% / 안감: 나일론 100% / 충전재: 폴리에스터 100%,겉감: 나일론 100% / 배색: 폴리에스터 100% / 안감: 나일론 100% / 충전재: 폴리에스터 100%,"76,300","109,000",ATHLETICS,0,MEN
2019-10-01,PUMA,300786515,PUMA x ADER Down Puffer_Puma White,푸마코리아(유),푸마코리아(유) / CHINA,nan,CHINA,폴리에스터 100%,폴리에스터 100%,nan,"519,000",PADDING,0,MEN
2019-10-01,PUMA,300786358,PUMA x ADER Down Puffer_black,푸마코리아(유),푸마코리아(유) / CHINA,nan,CHINA,폴리에스터 100%,폴리에스터 100%,nan,"519,000",PADDING,0,MEN
2019-10-01,PUMA,300786445,PUMA x ADER T7 Overlay Pants_Cotton Black,푸마코리아(유),푸마코리아(유) / CHINA,nan,CHINA,"면 66%, 폴리에스터 34%","면 66%, 폴리에스터 34%","90,350","139,000",SWEATPANTS,0,WOMEN
2019-09-01,PUSHBUTTON,300744267,CHECK PUFF SLEEVED SLIM COAT,KOREA,KOREA / KOREA,nan,KOREA,Wool 60% Polyester 40%,Wool 60% Polyester 40%,"574,000","820,000",COAT,0,WOMEN
2019-09-01,Pure Cashmere NYC,300740422,[FW19]Belted Coat (2color),PURE CASHMERE NYC,PURE CASHMERE NYC / CHINA,nan,CHINA,Cashmere,Cashmere,"319,840","399,800",COAT,0,WOMEN
2019-09-01,PUSHBUTTON,300760247,FLARE VOLUME SKIRT,KOREA,KOREA / KOREA,nan,KOREA,Wool 96% Nylon 4%,Wool 96% Nylon 4%,"411,600","588,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2018-10-22,PUSHBUTTON,300541276,SWAY TRENCH COAT,PUSHBUTTON,PUSHBUTTON / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"282,000","940,000",COAT,0,WOMEN
2018-11-23,QUA VINO ,300566065,페어리 모먼트 딥그린,토브,토브 / KOREA,nan,KOREA,"'Outshell: Polyester 83%, Elastane 17% / Lining: Polyester 87%, Elastane 13%","'Outshell: Polyester 83%, Elastane 17% / Lining: Polyester 87%, Elastane 13%","125,400","132,000",원피스,0,LIFE
2019-08-01,PUSHBUTTON,300726505,SHIRT-BACK CHECK SINGLE JACKET,KOREA,KOREA / KOREA,nan,KOREA,Front : Wool 50% Polyester 50% / Back : Cotton 100%,Front : Wool 50% Polyester 50% / Back : Cotton 100%,"488,600","698,000",JACKET,0,WOMEN
2018-06-30,QUA VINO ,300489837,오프 듀티 블랙,QUA VINO,QUA VINO / KOREA,nan,KOREA,"Top: Polyester 76%,Elastane 24%/ Bottom: Nylon 82%,Elastane 18% / Lining: Polyester 83%, Elastan","Top: Polyester 76%,  Elastane 24%/ Bottom: Nylon 82%,  Elastane 18% / Lining: Polyester 83%, Elastan","131,100","138,000",원피스,0,LIFE
2019-09-01, R.SHEMISTE contemporary ,300747679,Rshe MTM - black,R.SHEMISTE,R.SHEMISTE / KOREA,nan,KOREA,COTTON100%,COTTON100%,nan,"59,000",GRAPHIC TEE,0,WOMEN
2019-09-01, R.SHEMISTE contemporary ,300747751,Stranger Things hood - gray,R.SHEMISTE,R.SHEMISTE / KOREA,nan,KOREA,COTTON100%,COTTON100%,nan,"78,000",HOODIES,0,WOMEN
2019-10-01,RA VIDE,300776826,LEATHER ZIP JACKET BROWN,RA VIDE,RA VIDE / KOREA,nan,KOREA,POLY 100,POLY 100,nan,"284,000",LEATHER JACKET,0,WOMEN
2018-10-01,RA VIDE,300571993,LINED SHORT TEE GREY,RA VIDE,RA VIDE / KOREA,nan,KOREA,COTTON 100,COTTON 100,"33,600","42,000",SHORT-SLEEVE TEE,0,WOMEN
2019-12-01,RALMODE,300828751,JACQUARD JUMPSUIT_NAVY,랄모드,랄모드 / KOREA,nan,KOREA,레이온50% 폴리에스터45% 스판5%,레이온50% 폴리에스터45% 스판5%,"151,200","168,000",JUMPSUIT,0,WOMEN
2019-12-01,RALMODE,300828974,V-NECK SILKY BLOUSE_WHITE,랄모드,랄모드 / KOREA,nan,KOREA,폴리에스터100%,폴리에스터100%,"88,200","98,000",BLOUSE,0,WOMEN
2019-12-01,RALMODE,300829871,GOLD-DOT VELVET PANTS_PINK,랄모드,랄모드 / KOREA,nan,KOREA,"폴리에스터96%, 스판4%","폴리에스터96%, 스판4%","63,750","75,000",WIDE LEG,0,WOMEN
2019-12-01,RALMODE,300829956,GOLD-DOT VELVET PANTS_BLACK,랄모드,랄모드 / KOREA,nan,KOREA,"폴리에스터96%, 스판4%","폴리에스터96%, 스판4%","63,750","75,000",WIDE LEG,0,WOMEN
2019-03-01,RASKAL,300628386,WAVE LOGO LABEL TEE / WHITE,래스칼,래스칼 / KOREA,nan,KOREA,100% Cotton,100% Cotton,"14,900","37,000",SHORT-SLEEVE TEE,0,WOMEN
2019-09-13,RASKAL,300745422,BOA FLEECE ZIP-UP JACKET / brown,래스칼,래스칼 / KOREA,nan,KOREA,"polyester 80%, acrylic 20%","polyester 80%, acrylic 20%","61,900","89,000",JACKET,0,WOMEN
2019-09-13,RASKAL,300745421,BOA FLEECE ZIP-UP JACKET / black,래스칼,래스칼 / KOREA,nan,KOREA,"polyester 80%, acrylic 20%","polyester 80%, acrylic 20%","61,900","89,000",JACKET,0,WOMEN
2019-09-13,RASKAL,300745424,BOA FLEECE ZIP-UP JACKET / beige & khaki,래스칼,래스칼 / KOREA,nan,KOREA,"polyester 80%, acrylic 20%","polyester 80%, acrylic 20%","61,900","89,000",JACKET,0,WOMEN
2019-09-01,RE_L,300765788,Slim v-neck golgi knit cardigan[beige],RE_L,RE_L / KOREA,nan,KOREA,wool50% rayon20% nylon20% cashmere10%,wool50% rayon20% nylon20% cashmere10%,"64,800","72,000",CARDIGAN,0,WOMEN
2019-01-01,RE_L,300765120,Milk shirts ops[white],리엘,리엘 / KOREA,nan,KOREA,cotton100%,cotton100%,"94,500","105,000",MINIS,0,WOMEN
2019-09-01,RE_L,300745982,Slim semi bootscut Slacks,리엘,리엘 / KOREA,nan,KOREA,polyester88% polyurethane12%,polyester88% polyurethane12%,"83,300","98,000",STRAIGHT,0,WOMEN
2019-06-01,RECTO.,300732082,HALF CIRCLE NECK DRESS (BLACK),RECTO,RECTO / KOREA,nan,KOREA,97% POLYESTER 3% SPANDEX / LINING: 52% POLYESTER 48% VISCOSE RAYON,97% POLYESTER 3% SPANDEX / LINING: 52% POLYESTER 48% VISCOSE RAYON,nan,"288,000",MAXIS,0,WOMEN
2018-08-01,RECTO.,300515688,DOUBLE BREASTED WOOL LONG COAT (BLACK),RECTO,RECTO / KOREA,nan,KOREA,90% WOOL 10% NYLON,90% WOOL 10% NYLON,nan,"598,000",COAT,0,WOMEN
2018-08-01,RECTO.,300515570,STRUCTURED DRESS (BLACK),RECTO,RECTO / KOREA,nan,KOREA,100% POLYESTER,100% POLYESTER,nan,"288,000",MAXIS,0,WOMEN
2018-08-01,RECTO.,300515689,DOUBLE BREASTED WOOL LONG COAT (NAVY),RECTO,RECTO / KOREA,nan,KOREA,90% WOOL 10% NYLON,90% WOOL 10% NYLON,nan,"598,000",COAT,0,WOMEN
2018-07-02,REFUR,300552276,Shearing Zip up Jacket,REFUR,REFUR / KOREA,nan,KOREA,LAMB,LAMB,"1,402,500","1,650,000",JACKET,0,WOMEN
2018-04-01,RENVERSE,300452117,Blue 'Broken Heart' Patch Sweatshirt,C.YOON,C.YOON / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"20,400","68,000",LONG-SLEEVE TEE,0,MEN
2018-06-01,RENVERSE,300486903,Oversized Japanese Logo T-shirt,C.YOON,C.YOON / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"21,000","42,000",SHORT-SLEEVE TEE,0,MEN
2018-07-02,REFUR,300551952,Leopard Detail Wool Jacket_WHITE,REFUR,REFUR / KOREA,nan,KOREA,"WOOL, NYLON","WOOL, NYLON",nan,"1,450,000",JACKET,0,WOMEN
2018-04-01,RENVERSE,300452185,Blue 'Diamond' Patch T-shirt,C.YOON,C.YOON / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"22,500","45,000",SHORT-SLEEVE TEE,0,MEN
2018-07-02,REFUR,300552236,Python Band Detail Fox Vest,REFUR,REFUR / KOREA,nan,KOREA,"FOX, PYTHON","FOX, PYTHON",nan,"2,850,000",VEST,0,WOMEN
2019-10-09,REORG,300801391,[SET] DIVIDEDNESS JUMPER SKIRT BLACK +R BASIC POLA OLIVE,REORG,REORG / KOREA,nan,KOREA,"원피스: Acrylic 55%, Polyester 40%, Span 5%/ 목폴라: Rayon 92%, Span 8%","원피스: Acrylic 55%, Polyester 40%, Span 5%/ 목폴라: Rayon 92%, Span 8%","67,830","96,900",MAXIS,0,WOMEN
2019-10-01,REPLAIN,300772759,BROWN WOOL HERRINGBONE COLLARLESS COAT ,REPLAIN,REPLAIN / KOREA,nan,KOREA,겉감 / WOOL 100% 안감 / COTTON 100%소매안감 / CUPRO 100%[MADE IN KOREA],겉감 / WOOL 100% 안감 / COTTON 100%  소매안감 / CUPRO 100%  [MADE IN KOREA],nan,"598,000",COAT,0,WOMEN
2018-06-01,RENVERSE,300486907,Oversized RNVS T-shirt,C.YOON,C.YOON / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"21,000","42,000",SHORT-SLEEVE TEE,0,MEN
2019-11-11,Refined902,300790866,[단독] [19FW]Mermaid Asymmetric Skirt_Dark Navy,지유인터내셔널,지유인터내셔널 / KOREA,nan,KOREA,95%폴리에스테르 5%폴리우레탄,95%폴리에스테르 5%폴리우레탄,"88,200","98,000",LONG SKIRT,0,WOMEN
2019-09-18,Refined902,300740940,[19FW]Mermaid Asymmetric Skirt_Beige,지유인터내셔널,지유인터내셔널 / KOREA,nan,KOREA,95%폴리에스테르 5%폴리우레탄,95%폴리에스테르 5%폴리우레탄,"88,200","98,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2009-09-01,REPLAY CONTAINER ,300739704,check over long coat (gray),리컨테이너,리컨테이너 / KOREA,nan,KOREA,상세페이지 참조,상세페이지 참조,nan,"169,000",COAT,0,MEN
2009-09-01,REPLAY CONTAINER ,300739717,hoist over long coat (brown),리컨테이너,리컨테이너 / KOREA,nan,KOREA,상세페이지 참조,상세페이지 참조,nan,"165,000",COAT,0,MEN
2009-08-01,REPLAY CONTAINER ,300721193,replay campaign 1/2 tee (green),리컨테이너,리컨테이너 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"27,300","39,000",GRAPHIC TEE,0,MEN
2009-08-01,REPLAY CONTAINER ,300721809,new RC hoody (oatmeal/기모),리컨테이너,리컨테이너 / KOREA,nan,KOREA,cotton 100% (기모),cotton 100% (기모),"34,300","49,000",HOODIE,0,MEN
2019-11-14,REORG,300809664,[SET] SOFT BRUSH GOL-POLA BLUE+SUEDE BACK SLIT SKIRT BLUE,REORG,REORG / KOREA,nan,KOREA,"POLA: Rayon 68%, Polyester 29%, Span 3% MINI SKIRT:Polyester 95% span 5%","POLA: Rayon 68%, Polyester 29%, Span 3% MINI SKIRT:Polyester 95% span 5%","79,100","113,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-07,REORG,300793938,RE-MINI SKIRT BLACK,REORG,REORG / KOREA,nan,KOREA,Polyester 100%,Polyester 100%,"39,200","49,000",MINI SKIRT,0,WOMEN
2019-11-07,REORG,300794303,SUEDE BACK SLIT SKIRT BLACK,REORG,REORG / KOREA,nan,KOREA,"Polyester 95%, Span 5%","Polyester 95%, Span 5%","56,800","71,000",LONG SKIRT,0,WOMEN
2019-11-07,REORG,300794286,SOFT BRUSH POLA WHITE,REORG,REORG / KOREA,nan,KOREA,"Rayon 67%, Polyester 29%, Span 4%","Rayon 67%, Polyester 29%, Span 4%","35,200","44,000",LONG-SLEEVE TEE,0,WOMEN
2019-01-01,REPLAIN,300582662,BRWON WOOL LONG BAGGY PANTS,REPLAIN,REPLAIN / KOREA,nan,KOREA,겉감 : WOOL 100% 안감 : POLYESTER 60% RAYON 40%,겉감 : WOOL 100% 안감 : POLYESTER 60% RAYON 40%,nan,"265,000",WIDE LEG,0,WOMEN
2019-08-01,REPLAIN,300725295,BLACK WHOLEGARMENT CASHMERE 30 BLEND SLIM TOP,REPLAIN ,REPLAIN/ KOREA,nan,KOREA,WOOL 70% CASHMERE 30% [MADE IN ITALY],WOOL 70% CASHMERE 30% [MADE IN ITALY],nan,"245,000",PULLOVER,0,WOMEN
2018-07-12,RNOT,300553017,[SET] PUPPY HOODIE + PUPPY CREWNECK,주식회사 삼영,주식회사 삼영 / KOREA,nan,KOREA,"맨투맨: 면 60%, 폴리 35%, 스판 5%, 후드: 면 100%","맨투맨: 면 60%, 폴리 35%, 스판 5%, 후드: 면 100%",nan,"178,000",HOODIES,0,WOMEN
2019-08-01,ROCKET X LUNCH,300723657,[UNISEX]R REVERSIBLE HANDMADE COAT,SPACEXSTATION,SPACEXSTATION / KOREA,nan,KOREA,WOOL 100%,WOOL 100%,"219,500","439,000",COAT,0,WOMEN
2019-05-01,RIDER COMMUNE ,300672667,레트로 프린트 티셔츠(남여공용) 퍼플,주식회사커뮨,주식회사커뮨 / KOREA,nan,KOREA,면 100%,면 100%,nan,"49,000",SHORT-SLEEVE TEE,0,WOMEN
2018-08-03,RNOT,300553020,[SET] R HALF ZIPUP(gr+B2:B29) + PRIVACY HOODIE(gr),주식회사 삼영,주식회사 삼영 / KOREA,nan,KOREA,"집업후드: 면 60%, 폴리 40%,. 후드티: 면 100%","집업후드: 면 60%, 폴리 40%,. 후드티: 면 100%",nan,"184,000",HOODIES,0,WOMEN
2019-10-01,RIDER COMMUNE ,300777024,WOMENS LAMB SKIN Riderc Jacket CHLOE,주식회사커뮨,주식회사커뮨 / KOREA,nan,KOREA,양가죽 100%,양가죽 100%,nan,"338,000",LEATHER JACKET,0,WOMEN
2019-05-01,RIDER COMMUNE ,300672668,레트로 프린트 티셔츠(남여공용) 블랙,주식회사커뮨,주식회사커뮨 / KOREA,nan,KOREA,면 100%,면 100%,nan,"49,000",SHORT-SLEEVE TEE,0,WOMEN
2018-07-01,RIDER COMMUNE ,300736192,WOMENS RIDER JACKET ELAVINUS BL,주식회사커뮨,주식회사커뮨 / KOREA,nan,KOREA,양가죽 100%,양가죽 100%,"286,400","358,000",LEATHER JACKET,0,WOMEN
2019-10-01,ROCKET X LUNCH,300779991,R OVERFIT ALPACA JACKET,SPACEXSTATION,SPACEXSTATION / KOREA,nan,KOREA,OUTSHELL) WOOL 50% RAYON 30% ALPACA 10% NYLON 10% LINING) POLYESTER 100%,OUTSHELL) WOOL 50% RAYON 30% ALPACA 10% NYLON 10% LINING) POLYESTER 100%,"193,700","298,000",JACKET,0,WOMEN
2019-09-01,RIDER COMMUNE ,300774569,WOMENS ROSE_WINE 램스킨 라이더자켓,주식회사커뮨,주식회사커뮨 / KOREA,nan,KOREA,램스킨 100%,램스킨 100%,nan,"348,000",LEATHER JACKET,0,WOMEN
2020-01-10,RONRON,300845889,RONRON SIGNATURE LOGO HOODIE GRAY,론론,론론 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"45,000","67,000",HOODIES,0,WOMEN
2019-09-27,RONRON,300762003,FLEECE ZIP-UP JACKET IVORY,론론,론론 / CHINA,nan,CHINA,"POLYESTER 100 (겉,안감 동일)","POLYESTER 100 (겉,안감 동일)","68,000","98,000",JACKET,0,WOMEN
2020-01-10,RONRON,300845895,SMILE BOUCLE HOODIE GRAY,론론,론론 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"45,000","67,000",HOODIES,0,WOMEN
2020-01-10,RONRON,300845893,SMILE BOUCLE HOODIE BLACK,론론,론론 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"45,000","67,000",HOODIES,0,WOMEN
2019-09-27,RONRON,300761929,5-CAT SLEEVE SWEATSHIRT CREAM,론론,론론 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"39,000","59,000",LONG-SLEEVE TEE,0,WOMEN
2017-06-01,rose core,300344488,FS6T015-1_레이스 블라우스,로즈코어,로즈코어 / KOREA,nan,KOREA,poly 100,poly 100,"27,300","39,000",BLOUSE,0,WOMEN
2019-02-20,rosier,300606875,19spring front slit mini skirt pink,(주)커넥터스,(주)커넥터스 / KOREA,nan,KOREA,"POLY 20,WOOL 80","POLY 20,WOOL 80","15,800","79,000",MINI SKIRT,0,WOMEN
2018-02-12,rosier,300427715,18 ss day v neck knit purple,(주)커넥터스,(주)커넥터스 / KOREA,nan,KOREA,"cashmere 60%, acrylic 30%, nylon 10%","cashmere 60%, acrylic 30%, nylon 10%","21,800","109,000",CASHMERE,0,WOMEN
2019-09-25,ROWE,300755621,ROWE Volume sleeved Dress_Burgundy, 주식회사 로웨인터내셔널, 주식회사 로웨인터내셔널 / KOREA,nan,KOREA,RAYON : 68% NYLON : 24% SPAN : 8%,RAYON : 68%   NYLON : 24%   SPAN : 8%,nan,"298,000",MAXIS,0,WOMEN
2019-09-24,ROWE,300754402,ROWE Reversible cape _camel, 주식회사 로웨인터내셔널, 주식회사 로웨인터내셔널 / KOREA,nan,KOREA,"Wool82%, Nylon14%, Cotton4%","Wool82%, Nylon14%, Cotton4%",nan,"630,000",JACKET,0,WOMEN
2019-09-19,ROWE,300749548,ROWE Volumed twill pants _Black, 주식회사 로웨인터내셔널, 주식회사 로웨인터내셔널 / KOREA,nan,KOREA,"혼용률 Cotton100%, Polyester49%, Polyurethane1%","혼용률 Cotton100%, Polyester49%, Polyurethane1%",nan,"280,000",WIDE LEG,0,WOMEN
2018-02-14,ROYAL `WE,300425123,ELEPHANT MTM MINT,로얄위,로얄위 / KOREA,nan,KOREA,코튼 100%,코튼 100%,nan,"58,000",LONG-SLEEVE TEE,0,MEN
2019-09-23,ROWE,300751909,ROWE Prima wool Jacket _Khaki brown, 주식회사 로웨인터내셔널, 주식회사 로웨인터내셔널 / KOREA,nan,KOREA,"혼용률 Wool70%, Nylon30%","혼용률 Wool70%, Nylon30%","348,600","498,000",JACKET,0,WOMEN
2019-10-07,RS9 SEOUL,300763031,캐시미어 블랜드 싱글 코트,RS9seoul,RS9seoul / KOREA,nan,KOREA,"wool90%,cashmere10%/wool80%,cashmere20%","wool90%,cashmere10%/wool80%,cashmere20%","510,000","1,020,000",COAT,0,WOMEN
2019-10-10,S.MI-EUR,300769274,Wool muffler coat navy,에스미어(S.MI-EUR),에스미어(S.MI-EUR) / KOREA,nan,KOREA,wool 70% OT 30%(nylon15%/polyester15%),wool 70% OT 30%(nylon15%/polyester15%),"448,200","498,000",COAT,0,WOMEN
2019-12-02,RYUL + WAI:,300826656,FRINGE SMOCK SLEEVE BLOUSE WHITE,률앤와이,률앤와이 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"80,100","89,000",BLOUSE,0,WOMEN
2019-12-02,RYUL + WAI:,300826659,WOOL UNBALANCE LONG COAT BLACK,률앤와이,률앤와이 / KOREA,nan,KOREA,WOOL 90% NYLON 10% LINING_POLYESTER 100%,WOOL 90% NYLON 10% LINING_POLYESTER 100%,"322,200","358,000",COAT,0,WOMEN
2019-06-01,S BLANC,300812344,ROSA DRESS(Ver.2) / FLOWER LACE APPLIQUE DRESS(ivory),YEONGHEUNG INT.,YEONGHEUNG INT. / CHINA,nan,CHINA,겉감 폴리에스터100% / 배색1 폴리에스터100% / 배색2 나일론100% / 안감 폴리에스터100%,겉감 폴리에스터100% / 배색1 폴리에스터100% / 배색2 나일론100% / 안감 폴리에스터100%,nan,"358,000",MAXIS,0,WOMEN
2018-03-01,SAFE HOUSE,300509457,[남녀공용]롱슬리브 티셔츠 화이트 ,atar,atar / KOREA,nan,KOREA,cotton 100%,cotton 100%,"26,000","52,000",LONG-SLEEVE TEE,0,MEN
2009-05-01,SAINTROBE,300669807,프릴 블라우스_화이트,세인트로브,세인트로브 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,nan,"78,000",BLOUSE,0,WOMEN
2009-06-10,SAINTROBE,300686020,2단 쉬폰 스커트_블랙,세인트로브,세인트로브 / KOREA,nan,KOREA,"POLYESTER50,RAYON50","POLYESTER50,RAYON50",nan,"139,000",MIDDLE-LENGTH SKIRT,0,WOMEN
